ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
13449,Delhi,Delhi,Saket,Apartment,3,1331,171.04,11357,2024,Unfurnished,4,7,1,1,3,2,Covered,Yes,CCTV,South,Agent,Immediate
13450,Delhi,Delhi,Rohini,Apartment,3,1354,70.99,5660,1992,Furnished,2,4,33,3,1,1,Open,Yes,,North,Owner,2 Months
13451,Delhi,Delhi,Mayur Vihar,Apartment,3,1455,86.41,6123,2011,Unfurnished,0,1,14,3,0,3,No,Yes,"Pool, Community Hall",West,Owner,3+ Months
13452,Delhi,Delhi,Noida Sec 18,Independent_House,2,944,54.03,5833,2012,Unfurnished,0,2,13,4,2,2,Open,Yes,Playground,East,Owner,Immediate
13453,Delhi,Delhi,Karol Bagh,Builder_Floor,4,1993,187.88,9050,2011,Semi-Furnished,0,4,14,3,1,2,Open,Yes,"Clubhouse, Pool",West,Owner,Immediate
13454,Delhi,Delhi,Rohini,Apartment,3,1156,80.51,7955,2004,Semi-Furnished,0,4,21,4,3,2,Open,Yes,"Playground, Lift",North,Owner,1 Month
13455,Delhi,Delhi,Rohini,Apartment,2,930,47.59,5673,2001,Unfurnished,1,2,24,3,1,3,Covered,Yes,,North,Owner,Immediate
13456,Delhi,Delhi,Connaught Place,Apartment,3,1359,264.89,19280,2020,Furnished,1,4,5,3,2,1,Covered,No,"Pool, Community Hall",North,Owner,3+ Months
13457,Delhi,Delhi,Gurgaon MG Road,Apartment,4,1789,177.7,10288,2019,Furnished,3,3,6,1,1,1,Open,No,Playground,North,Owner,Immediate
13458,Delhi,Delhi,Dwarka,Apartment,3,1394,77.64,5363,2014,Semi-Furnished,3,4,11,3,3,1,Covered,Yes,"Gym, Community Hall",North,Owner,Immediate
13459,Delhi,Delhi,Janakpuri,Apartment,3,1299,89.03,7976,2004,Unfurnished,1,3,21,4,1,2,Covered,No,"CCTV, Community Hall, Gym",East,Owner,1 Month
13460,Delhi,Delhi,Karol Bagh,Builder_Floor,4,1540,164.02,10850,2011,Unfurnished,1,5,14,5,3,1,Open,Yes,"Playground, Power Backup",West,Agent,2 Months
13461,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,1,535,63.38,13625,1991,Unfurnished,0,1,34,3,0,3,Open,No,"Lift, Playground",North,Agent,Immediate
13462,Delhi,Delhi,Dwarka,Apartment,4,1995,139.4,6891,2019,Unfurnished,1,6,6,2,6,1,Covered,Yes,"Community Hall, Garden",South,Owner,1 Month
13463,Delhi,Delhi,Dwarka,Apartment,3,1551,82.2,4926,2017,Unfurnished,5,6,8,0,1,3,Open,Yes,"Community Hall, CCTV, Lift",North,Owner,Immediate
13464,Delhi,Delhi,Connaught Place,Apartment,3,1243,167.43,14466,1994,Furnished,4,7,31,4,3,2,Open,Yes,CCTV,East,Owner,Immediate
13465,Delhi,Delhi,Pitampura,Builder_Floor,4,1454,77.76,5601,1998,Unfurnished,0,5,27,0,1,3,Open,Yes,"Lift, Gym",South,Owner,Immediate
13466,Delhi,Delhi,Punjabi Bagh,Apartment,5,3019,251.19,8301,1999,Unfurnished,6,6,26,4,3,3,Covered,Yes,"Pool, Clubhouse, Garden",West,Owner,Immediate
13467,Delhi,Delhi,Rohini,Villa,2,1006,52.72,6440,1994,Unfurnished,1,2,31,2,1,1,Covered,Yes,"Power Backup, Gym",South,Owner,3+ Months
13468,Delhi,Delhi,Gurgaon MG Road,Apartment,3,1493,174.2,12668,1993,Semi-Furnished,1,6,32,0,2,2,Covered,Yes,"CCTV, Garden",East,Owner,3+ Months
13469,Delhi,Delhi,Connaught Place,Builder_Floor,3,1227,248.86,19501,2020,Semi-Furnished,0,4,5,1,2,2,Covered,Yes,"Power Backup, Gym",East,Owner,1 Month
13470,Delhi,Delhi,South Extension,Villa,4,2125,359.95,16501,2019,Semi-Furnished,1,5,6,2,2,1,No,Yes,"Gym, Community Hall, Pool",North,Owner,2 Months
13471,Delhi,Delhi,Vasant Kunj,Independent_House,1,545,61.86,12264,2001,Unfurnished,0,3,24,6,4,3,Open,Yes,"Clubhouse, CCTV",South,Agent,3+ Months
13472,Delhi,Delhi,Punjabi Bagh,Apartment,2,1029,69.38,7032,2010,Unfurnished,0,5,15,1,0,1,Open,No,Community Hall,East,Owner,Immediate
13473,Delhi,Delhi,Karol Bagh,Apartment,2,953,82.87,9860,1995,Unfurnished,3,4,30,4,2,1,Covered,Yes,Lift,West,Agent,Immediate
13474,Delhi,Delhi,Punjabi Bagh,Apartment,2,821,80.38,10545,2014,Unfurnished,0,5,11,3,1,2,Open,Yes,"Playground, Gym",East,Owner,2 Months
13475,Delhi,Delhi,Connaught Place,Apartment,2,912,113.55,12367,1991,Unfurnished,2,7,34,4,3,3,Open,Yes,"Pool, Garden",West,Builder,Immediate
13476,Delhi,Delhi,Rohini,Apartment,2,961,65.09,6569,2020,Semi-Furnished,2,3,5,0,6,2,Covered,Yes,"Community Hall, Playground",South,Owner,Immediate
13477,Delhi,Delhi,Lajpat Nagar,Apartment,3,1208,97.7,8353,1990,Furnished,0,4,35,3,1,3,Covered,Yes,Pool,East,Owner,2 Months
13478,Delhi,Delhi,Noida Sec 18,Apartment,2,803,49.17,6679,2008,Unfurnished,1,5,17,1,1,2,Covered,Yes,"Garden, Power Backup",North,Owner,2 Months
13479,Delhi,Delhi,Saket,Apartment,3,1451,148.12,10285,2010,Semi-Furnished,2,3,15,2,0,1,Covered,No,Garden,West,Owner,3+ Months
13480,Delhi,Delhi,Saket,Apartment,1,521,59.22,11629,2021,Unfurnished,1,2,4,3,6,2,Open,No,"Garden, Lift, Pool",South,Owner,2 Months
13481,Delhi,Delhi,Noida Sec 18,Apartment,3,1316,80.31,6261,2008,Unfurnished,3,4,17,6,1,2,Covered,No,"Playground, CCTV",East,Owner,1 Month
13482,Delhi,Delhi,Connaught Place,Apartment,3,1015,187.42,16643,2023,Semi-Furnished,0,2,2,2,2,3,Covered,Yes,"CCTV, Playground",South,Owner,Immediate
13483,Delhi,Delhi,South Extension,Builder_Floor,2,924,131.62,13986,2017,Furnished,1,3,8,2,1,1,Covered,Yes,"CCTV, Garden",North,Owner,1 Month
13484,Delhi,Delhi,Pitampura,Apartment,4,1674,121.31,7587,1990,Furnished,5,10,35,2,4,2,Open,Yes,"Gym, Lift, Community Hall, CCTV",North,Builder,3+ Months
13485,Delhi,Delhi,Pitampura,Apartment,4,1974,110.33,5258,2023,Furnished,1,4,2,3,0,1,Open,No,"Lift, Power Backup, CCTV",East,Owner,Immediate
13486,Delhi,Delhi,Saket,Apartment,4,1425,182.35,12138,2024,Unfurnished,2,2,1,0,2,2,No,No,"Pool, Power Backup, Lift",North,Owner,2 Months
13487,Delhi,Delhi,South Extension,Independent_House,3,1317,154.63,12981,1998,Semi-Furnished,1,1,27,5,2,3,Open,Yes,"Gym, Clubhouse, Playground, Lift",South,Agent,1 Month
13488,Delhi,Delhi,Vasant Kunj,Apartment,3,1235,207.76,16942,2022,Unfurnished,2,6,3,1,0,2,No,Yes,Garden,North,Agent,2 Months
13489,Delhi,Delhi,Pitampura,Apartment,3,1300,62.56,5093,1999,Semi-Furnished,3,8,26,5,0,2,Covered,Yes,"Playground, CCTV",North,Agent,Immediate
13490,Delhi,Delhi,Rohini,Builder_Floor,5,2759,135.13,5765,1995,Semi-Furnished,0,2,30,5,0,1,Covered,Yes,"Lift, Gym",East,Owner,Immediate
13491,Delhi,Delhi,Rohini,Independent_House,3,1574,101.36,6864,2005,Unfurnished,1,3,20,4,1,3,Covered,No,"Clubhouse, Community Hall",West,Owner,3+ Months
13492,Delhi,Delhi,Janakpuri,Apartment,2,756,55.11,7611,2004,Unfurnished,2,4,21,5,1,2,Open,Yes,"Pool, Clubhouse",South,Builder,Immediate
13493,Delhi,Delhi,South Extension,Independent_House,1,418,58.88,14416,2002,Semi-Furnished,0,4,23,4,1,2,Covered,Yes,"Power Backup, Pool",North,Owner,1 Month
13494,Delhi,Delhi,Pitampura,Apartment,3,1594,82.2,5474,2009,Unfurnished,0,1,16,4,2,3,Covered,No,"Pool, Garden, Power Backup, Playground",West,Owner,Immediate
13495,Delhi,Delhi,Gurgaon MG Road,Apartment,4,1921,195.23,11656,1993,Semi-Furnished,2,2,32,4,4,1,Covered,Yes,"CCTV, Community Hall",South,Builder,3+ Months
13496,Delhi,Delhi,Punjabi Bagh,Apartment,2,949,83.89,9297,2019,Semi-Furnished,0,3,6,4,2,1,Covered,Yes,"Clubhouse, CCTV",South,Owner,Immediate
13497,Delhi,Delhi,Other,Apartment,2,930,41.05,4248,2018,Semi-Furnished,2,2,7,1,2,2,Covered,Yes,"Community Hall, CCTV, Pool",North,Owner,Immediate
13498,Delhi,Delhi,Janakpuri,Apartment,2,824,49.24,5921,2013,Unfurnished,2,2,12,2,2,2,No,Yes,"Lift, Pool, CCTV, Gym",North,Owner,1 Month
13499,Delhi,Delhi,Lajpat Nagar,Apartment,2,894,105.66,10899,2012,Furnished,1,1,13,5,3,3,Open,No,"Pool, Garden, Playground",East,Owner,Immediate
13500,Delhi,Delhi,Karol Bagh,Apartment,3,1202,80.69,7176,2003,Semi-Furnished,0,1,22,4,1,3,Open,Yes,"Clubhouse, Playground",East,Owner,3+ Months
13501,Delhi,Delhi,Vasant Kunj,Apartment,2,764,106.61,14450,2007,Semi-Furnished,2,3,18,4,3,1,Open,No,"Lift, Pool, Garden",East,Owner,Immediate
13502,Delhi,Delhi,Mayur Vihar,Independent_House,4,1898,141.34,7483,2021,Unfurnished,5,7,4,3,1,3,Covered,Yes,Lift,South,Owner,2 Months
13503,Delhi,Delhi,Karol Bagh,Apartment,2,937,63.53,7652,1991,Unfurnished,1,6,34,5,2,1,No,No,"Garden, Gym, Power Backup",East,Owner,Immediate
13504,Delhi,Delhi,Janakpuri,Apartment,2,946,59.59,7630,1996,Unfurnished,0,1,29,2,1,2,Covered,No,"Clubhouse, Power Backup, Playground",North,Owner,Immediate
13505,Delhi,Delhi,Gurgaon MG Road,Apartment,2,860,133.38,15354,2000,Furnished,1,1,25,2,2,3,Covered,No,"CCTV, Pool",East,Owner,3+ Months
13506,Delhi,Delhi,Karol Bagh,Apartment,5,1905,125.61,7753,1994,Unfurnished,3,5,31,4,1,2,Open,No,Clubhouse,East,Owner,Immediate
13507,Delhi,Delhi,Pitampura,Apartment,4,2065,154.81,7207,2020,Semi-Furnished,1,6,5,4,0,2,Covered,Yes,Clubhouse,North,Owner,1 Month
13508,Delhi,Delhi,Pitampura,Apartment,3,1511,82.59,5041,2023,Semi-Furnished,0,1,2,0,2,3,No,Yes,"Gym, Lift, Power Backup",North,Owner,2 Months
13509,Delhi,Delhi,Saket,Independent_House,2,785,92.6,12603,2015,Unfurnished,0,1,10,4,2,2,Open,No,Community Hall,East,Owner,Immediate
13510,Delhi,Delhi,Saket,Apartment,4,2008,184.08,10910,1994,Unfurnished,4,7,31,3,2,2,Covered,Yes,Playground,South,Owner,1 Month
13511,Delhi,Delhi,Pitampura,Apartment,1,619,39.86,7764,1990,Unfurnished,0,4,35,5,0,2,Open,No,Pool,East,Owner,Immediate
13512,Delhi,Delhi,Karol Bagh,Builder_Floor,2,803,71.06,9002,2002,Semi-Furnished,0,4,23,4,1,3,Covered,No,"Clubhouse, Community Hall",North,Builder,Immediate
13513,Delhi,Delhi,Saket,Apartment,1,478,58.79,12309,2022,Unfurnished,1,3,3,4,3,2,No,No,"Lift, Playground",East,Owner,Immediate
13514,Delhi,Delhi,Vasant Kunj,Independent_House,5,2035,269.07,13351,2020,Unfurnished,0,2,5,4,2,2,Covered,No,"Power Backup, Gym",East,Owner,1 Month
13515,Delhi,Delhi,Karol Bagh,Independent_House,4,1808,179.14,10668,1999,Unfurnished,0,4,26,4,2,2,Covered,Yes,"Community Hall, Gym",East,Builder,Immediate
13516,Delhi,Delhi,Pitampura,Apartment,2,774,53.92,7628,2000,Furnished,0,4,25,7,3,2,Open,No,"CCTV, Pool",North,Agent,Immediate
13517,Delhi,Delhi,Pitampura,Apartment,2,839,59.56,7244,2015,Furnished,1,4,10,2,3,1,Open,Yes,Power Backup,North,Owner,Immediate
13518,Delhi,Delhi,Rohini,Apartment,2,850,46.94,6011,2012,Unfurnished,2,3,13,2,3,2,Open,Yes,"Gym, Playground, Garden",West,Builder,Immediate
13519,Delhi,Delhi,Mayur Vihar,Apartment,4,1824,87.36,4833,2012,Semi-Furnished,0,5,13,7,0,2,Covered,No,,West,Owner,2 Months
13520,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,3,1456,166.09,13173,1999,Unfurnished,4,5,26,0,1,1,Covered,No,"Community Hall, Power Backup, Pool",South,Agent,Immediate
13521,Delhi,Delhi,Greater Kailash,Apartment,2,971,195.11,21769,1999,Semi-Furnished,1,3,26,2,1,2,Open,No,Playground,East,Owner,Immediate
13522,Delhi,Delhi,Greater Kailash,Apartment,2,972,232.36,21862,2017,Furnished,3,4,8,7,0,2,Covered,Yes,,West,Owner,2 Months
13523,Delhi,Delhi,South Extension,Builder_Floor,3,1109,162.57,14976,2023,Unfurnished,1,3,2,3,2,2,Covered,No,"Clubhouse, CCTV, Power Backup",North,Agent,Immediate
13524,Delhi,Delhi,Dwarka,Apartment,3,1373,89.66,6801,2009,Unfurnished,3,3,16,1,5,1,Covered,Yes,"Gym, Clubhouse, CCTV, Community Hall",North,Owner,Immediate
13525,Delhi,Delhi,Karol Bagh,Apartment,1,422,38.02,9857,2010,Unfurnished,0,5,15,5,1,2,Covered,Yes,"Power Backup, Playground",West,Owner,Immediate
13526,Delhi,Delhi,Mayur Vihar,Builder_Floor,4,1725,86.76,6014,1994,Unfurnished,2,4,31,3,4,2,Open,No,,North,Owner,Immediate
13527,Delhi,Delhi,Connaught Place,Apartment,2,695,160.33,22527,2022,Unfurnished,0,1,3,4,2,1,Covered,Yes,"Lift, Playground, Power Backup",East,Owner,Immediate
13528,Delhi,Delhi,Vasant Kunj,Apartment,2,934,163.29,16767,2013,Semi-Furnished,2,2,12,3,2,2,Covered,Yes,Pool,South,Agent,1 Month
13529,Delhi,Delhi,Dwarka,Builder_Floor,3,1449,84.11,5680,2023,Furnished,2,2,2,5,2,2,Open,Yes,Power Backup,West,Builder,Immediate
13530,Delhi,Delhi,Vasant Kunj,Apartment,1,566,73.06,12514,2022,Furnished,1,4,3,2,4,3,Covered,No,Lift,North,Owner,2 Months
13531,Delhi,Delhi,Vasant Kunj,Apartment,5,2194,359.38,16706,2014,Unfurnished,7,11,11,2,4,2,Covered,No,"Gym, Clubhouse",East,Owner,Immediate
13532,Delhi,Delhi,Mayur Vihar,Apartment,4,1521,70.13,5095,1995,Semi-Furnished,3,4,30,2,2,3,Covered,Yes,"Lift, Power Backup",South,Owner,Immediate
13533,Delhi,Delhi,Greater Kailash,Apartment,3,1302,261.71,18895,2021,Semi-Furnished,2,3,4,6,1,1,Open,Yes,"Gym, Power Backup",East,Agent,Immediate
13534,Delhi,Delhi,Gurgaon MG Road,Apartment,2,724,61.5,9447,1996,Unfurnished,1,6,29,3,2,2,Covered,Yes,"Power Backup, Clubhouse, Playground",South,Owner,Immediate
13535,Delhi,Delhi,Karol Bagh,Apartment,3,1631,147.47,10103,1991,Unfurnished,4,9,34,2,5,2,Covered,Yes,"Lift, CCTV, Gym, Pool",West,Agent,1 Month
13536,Delhi,Delhi,Pitampura,Independent_House,3,1423,67.92,5192,1998,Semi-Furnished,0,5,27,3,2,2,Open,Yes,Power Backup,East,Builder,1 Month
13537,Delhi,Delhi,Vasant Kunj,Apartment,2,823,105.0,12224,2011,Semi-Furnished,0,5,14,2,4,2,Covered,No,"Gym, Lift, Pool, Playground",West,Agent,1 Month
13538,Delhi,Delhi,Greater Kailash,Apartment,3,1413,150.17,12533,1991,Unfurnished,4,4,34,3,3,3,Covered,No,"Power Backup, Lift",East,Owner,Immediate
13539,Delhi,Delhi,Other,Apartment,3,987,38.09,4713,1991,Unfurnished,0,1,34,1,4,1,No,No,"Playground, Lift",North,Agent,Immediate
13540,Delhi,Delhi,Connaught Place,Apartment,5,2572,342.24,14014,2002,Furnished,1,5,23,5,0,2,Covered,No,"Gym, Clubhouse",West,Owner,1 Month
13541,Delhi,Delhi,Connaught Place,Apartment,4,1634,241.32,18453,1995,Unfurnished,5,9,30,3,1,1,No,Yes,Clubhouse,South,Agent,Immediate
13542,Delhi,Delhi,Mayur Vihar,Independent_House,3,1086,51.06,5166,1995,Unfurnished,2,4,30,0,2,2,No,Yes,Power Backup,West,Owner,Immediate
13543,Delhi,Delhi,Karol Bagh,Apartment,3,1287,117.83,9470,1993,Furnished,3,6,32,0,2,2,Open,No,"Power Backup, CCTV, Playground, Clubhouse",East,Owner,1 Month
13544,Delhi,Delhi,Noida Sec 18,Independent_House,1,587,41.23,6564,2012,Furnished,0,5,13,3,1,2,Covered,Yes,"Playground, Gym, Garden",North,Owner,1 Month
13545,Delhi,Delhi,Vasant Kunj,Builder_Floor,3,1098,179.14,17501,2015,Unfurnished,2,2,10,2,2,1,Covered,No,"Gym, Garden, Power Backup",South,Owner,Immediate
13546,Delhi,Delhi,Pitampura,Apartment,3,1378,93.94,7598,1990,Semi-Furnished,4,8,35,1,1,2,Covered,Yes,"Power Backup, Garden, Lift",North,Owner,3+ Months
13547,Delhi,Delhi,Noida Sec 18,Apartment,2,811,39.83,5167,1991,Furnished,2,7,34,5,3,3,Open,Yes,"Community Hall, Playground",West,Agent,Immediate
13548,Delhi,Delhi,Karol Bagh,Apartment,3,1567,109.64,7717,1997,Unfurnished,3,4,28,4,1,2,Open,Yes,"CCTV, Pool",East,Agent,Immediate
13549,Delhi,Delhi,Vasant Kunj,Builder_Floor,5,2734,249.5,10944,2001,Unfurnished,0,2,24,5,4,1,Covered,Yes,"Clubhouse, Pool",North,Owner,1 Month
13550,Delhi,Delhi,Rohini,Builder_Floor,2,883,56.45,7211,2004,Semi-Furnished,0,2,21,3,4,1,Covered,Yes,Garden,West,Owner,1 Month
13551,Delhi,Delhi,Janakpuri,Apartment,3,1168,77.49,6877,1999,Furnished,3,8,26,2,4,2,Covered,No,Pool,North,Builder,Immediate
13552,Delhi,Delhi,Vasant Kunj,Apartment,4,1860,253.42,12384,2012,Semi-Furnished,3,3,13,4,0,2,Covered,Yes,"Garden, Community Hall, CCTV, Lift",South,Agent,Immediate
13553,Delhi,Delhi,Vasant Kunj,Apartment,4,1947,271.48,15768,2001,Unfurnished,5,5,24,4,2,1,Covered,Yes,"Community Hall, Garden",North,Owner,Immediate
13554,Delhi,Delhi,Saket,Apartment,3,1473,142.58,9046,2023,Unfurnished,2,7,2,0,2,1,Covered,Yes,"Clubhouse, Garden, CCTV, Playground",West,Owner,Immediate
13555,Delhi,Delhi,Punjabi Bagh,Builder_Floor,1,540,34.68,7350,2003,Unfurnished,1,3,22,4,0,2,Open,No,"Pool, Lift",West,Owner,3+ Months
13556,Delhi,Delhi,Rohini,Apartment,2,860,47.25,5572,2005,Semi-Furnished,1,3,20,2,2,2,Open,Yes,"Garden, Gym, Clubhouse, Power Backup",North,Agent,Immediate
13557,Delhi,Delhi,South Extension,Apartment,3,1239,138.87,12245,2011,Unfurnished,0,2,14,4,1,1,Open,No,"Community Hall, Pool",South,Owner,Immediate
13558,Delhi,Delhi,Dwarka,Apartment,2,825,50.14,6725,1995,Semi-Furnished,0,3,30,3,0,1,Open,Yes,"Clubhouse, CCTV",North,Owner,Immediate
13559,Delhi,Delhi,South Extension,Builder_Floor,2,936,138.7,16238,2003,Semi-Furnished,1,6,22,3,0,2,Covered,No,"Pool, Playground, Lift",East,Agent,Immediate
13560,Delhi,Delhi,Mayur Vihar,Apartment,1,430,22.56,6166,1992,Semi-Furnished,0,1,33,3,4,2,Open,Yes,"Clubhouse, Community Hall",South,Owner,2 Months
13561,Delhi,Delhi,Punjabi Bagh,Apartment,4,1697,189.33,10092,2024,Semi-Furnished,0,3,1,3,2,3,Covered,No,"Pool, Playground",East,Owner,3+ Months
13562,Delhi,Delhi,Vasant Kunj,Apartment,2,928,141.63,14645,2014,Furnished,2,7,11,4,3,1,Open,Yes,Gym,West,Owner,3+ Months
13563,Delhi,Delhi,Saket,Builder_Floor,2,786,82.77,11076,2004,Furnished,2,2,21,6,3,3,Open,Yes,Community Hall,North,Owner,Immediate
13564,Delhi,Delhi,Greater Kailash,Apartment,1,423,57.09,15735,2003,Unfurnished,1,1,22,2,4,2,Open,No,Community Hall,East,Owner,2 Months
13565,Delhi,Delhi,Janakpuri,Apartment,3,1450,73.2,5290,1996,Unfurnished,4,6,29,2,1,2,No,Yes,"Garden, Clubhouse, Lift",East,Owner,Immediate
13566,Delhi,Delhi,Gurgaon MG Road,Independent_House,3,1417,183.17,15401,1990,Semi-Furnished,4,7,35,4,4,3,Covered,No,CCTV,North,Owner,Immediate
13567,Delhi,Delhi,Pitampura,Builder_Floor,4,1985,130.02,7072,2009,Unfurnished,2,5,16,5,0,1,Covered,Yes,Gym,East,Owner,Immediate
13568,Delhi,Delhi,Punjabi Bagh,Apartment,1,396,43.84,10949,2002,Furnished,1,3,23,2,1,2,Open,Yes,"Community Hall, CCTV",South,Owner,Immediate
13569,Delhi,Delhi,Noida Sec 18,Independent_House,3,1101,48.38,5294,1995,Unfurnished,0,3,30,1,1,2,No,No,"Pool, Garden, Lift, Playground",East,Builder,Immediate
13570,Delhi,Delhi,Saket,Apartment,3,1533,132.85,9422,2001,Semi-Furnished,0,5,24,1,1,3,Covered,Yes,"Playground, Clubhouse",East,Owner,3+ Months
13571,Delhi,Delhi,Saket,Independent_House,1,514,47.54,9470,2003,Furnished,1,4,22,2,3,1,Covered,No,"Gym, CCTV, Community Hall, Playground",West,Owner,Immediate
13572,Delhi,Delhi,Gurgaon MG Road,Apartment,3,1080,104.24,10865,2004,Semi-Furnished,2,7,21,5,0,2,Covered,Yes,"Gym, Garden, Playground",South,Agent,2 Months
13573,Delhi,Delhi,Connaught Place,Apartment,3,1340,161.45,13415,1992,Furnished,0,1,33,0,1,1,No,No,"Power Backup, Clubhouse",East,Owner,1 Month
13574,Delhi,Delhi,Other,Apartment,4,1721,88.33,6045,2008,Semi-Furnished,0,4,17,1,3,1,No,Yes,,North,Owner,Immediate
13575,Delhi,Delhi,Mayur Vihar,Independent_House,3,1238,69.08,5596,2017,Unfurnished,4,5,8,2,0,1,Covered,Yes,Garden,North,Owner,2 Months
13576,Delhi,Delhi,Karol Bagh,Apartment,2,937,85.07,10518,1996,Unfurnished,3,8,29,4,3,2,Open,Yes,"Clubhouse, Playground, Lift, Garden",South,Owner,1 Month
13577,Delhi,Delhi,Punjabi Bagh,Apartment,4,1621,179.53,9983,2024,Semi-Furnished,3,7,1,5,6,2,No,Yes,CCTV,South,Owner,Immediate
13578,Delhi,Delhi,Dwarka,Builder_Floor,1,464,30.19,6333,1998,Furnished,1,4,27,1,0,2,Open,Yes,"CCTV, Playground, Gym",North,Agent,1 Month
13579,Delhi,Delhi,Saket,Independent_House,3,1282,152.23,12947,1999,Unfurnished,4,9,26,2,1,1,Open,Yes,"Gym, Pool, Power Backup",North,Owner,1 Month
13580,Delhi,Delhi,Connaught Place,Apartment,4,1785,300.89,18037,1998,Furnished,2,3,27,3,3,1,Open,Yes,Lift,South,Owner,Immediate
13581,Delhi,Delhi,Dwarka,Apartment,1,637,33.57,5618,2011,Semi-Furnished,2,3,14,6,1,2,Covered,Yes,Community Hall,North,Agent,2 Months
13582,Delhi,Delhi,Punjabi Bagh,Apartment,2,851,83.14,8546,2021,Semi-Furnished,1,1,4,2,4,2,Open,No,"Community Hall, Pool",North,Builder,Immediate
13583,Delhi,Delhi,Mayur Vihar,Apartment,4,2010,99.24,5267,1998,Unfurnished,2,7,27,2,1,2,Covered,No,"Power Backup, Community Hall",South,Agent,3+ Months
13584,Delhi,Delhi,Punjabi Bagh,Apartment,3,1233,94.31,9356,1993,Unfurnished,4,8,32,4,2,3,Covered,Yes,,West,Owner,Immediate
13585,Delhi,Delhi,Mayur Vihar,Independent_House,1,403,17.45,4524,2022,Unfurnished,1,3,3,3,0,1,Open,Yes,"Playground, Lift",South,Owner,Immediate
13586,Delhi,Delhi,South Extension,Apartment,4,1667,195.11,12873,2002,Semi-Furnished,1,3,23,0,1,2,Open,Yes,"CCTV, Lift",East,Owner,2 Months
13587,Delhi,Delhi,Punjabi Bagh,Apartment,5,2595,241.15,9201,2011,Semi-Furnished,6,6,14,5,4,2,Open,Yes,"Pool, CCTV",East,Owner,2 Months
13588,Delhi,Delhi,Lajpat Nagar,Apartment,3,1240,137.56,10924,2024,Unfurnished,1,1,1,3,2,3,Covered,Yes,"CCTV, Clubhouse",West,Owner,Immediate
13589,Delhi,Delhi,Karol Bagh,Apartment,4,1959,220.13,10359,2018,Unfurnished,2,2,7,2,0,3,Covered,Yes,Pool,South,Owner,Immediate
13590,Delhi,Delhi,Saket,Apartment,3,1685,184.21,12582,1993,Unfurnished,1,4,32,1,2,1,Covered,Yes,Lift,West,Owner,Immediate
13591,Delhi,Delhi,Noida Sec 18,Apartment,3,1383,72.96,5717,1999,Unfurnished,2,7,26,3,4,3,Covered,No,"Clubhouse, Power Backup",West,Builder,Immediate
13592,Delhi,Delhi,Saket,Apartment,4,2154,222.36,9943,2019,Furnished,1,5,6,3,10,2,Covered,Yes,"Gym, Pool, Clubhouse, Community Hall",West,Builder,Immediate
13593,Delhi,Delhi,Connaught Place,Apartment,3,1407,244.16,19418,2001,Unfurnished,2,7,24,2,0,2,Covered,No,Community Hall,East,Agent,1 Month
13594,Delhi,Delhi,Vasant Kunj,Builder_Floor,1,524,61.09,12651,1992,Furnished,1,3,33,4,6,2,Covered,Yes,"Power Backup, Pool",East,Owner,1 Month
13595,Delhi,Delhi,Janakpuri,Apartment,5,2277,143.36,6042,2017,Semi-Furnished,2,2,8,3,4,2,Covered,Yes,Power Backup,South,Agent,Immediate
13596,Delhi,Delhi,Janakpuri,Apartment,2,761,56.85,7818,2021,Unfurnished,2,6,4,3,4,1,Open,Yes,Power Backup,South,Owner,2 Months
13597,Delhi,Delhi,South Extension,Apartment,2,969,153.15,16086,2023,Unfurnished,2,2,2,6,2,2,Open,Yes,Power Backup,North,Owner,1 Month
13598,Delhi,Delhi,Connaught Place,Apartment,3,1250,284.52,24193,2006,Unfurnished,4,7,19,9,0,1,Covered,No,"CCTV, Garden, Pool, Power Backup",East,Owner,Immediate
13599,Delhi,Delhi,South Extension,Villa,4,1718,269.3,15222,2017,Semi-Furnished,3,3,8,5,3,2,Covered,Yes,CCTV,East,Owner,Immediate
13600,Delhi,Delhi,Vasant Kunj,Apartment,2,866,125.92,16359,1999,Unfurnished,1,4,26,3,7,1,No,Yes,"Playground, Power Backup, Lift",West,Owner,1 Month
13601,Delhi,Delhi,Vasant Kunj,Independent_House,3,1121,220.62,17459,2009,Furnished,2,4,16,3,1,2,Covered,No,"Clubhouse, Community Hall, Playground, Power Backup",East,Builder,Immediate
13602,Delhi,Delhi,Karol Bagh,Apartment,2,740,62.0,8872,1995,Unfurnished,0,5,30,4,2,3,Open,Yes,Lift,West,Agent,Immediate
13603,Delhi,Delhi,South Extension,Apartment,2,795,128.02,16596,2012,Unfurnished,2,6,13,7,1,2,Open,Yes,"Lift, Playground, Pool",East,Owner,Immediate
13604,Delhi,Delhi,Rohini,Apartment,2,850,47.52,5429,2016,Semi-Furnished,1,6,9,4,3,2,Open,No,"Power Backup, Lift",West,Owner,Immediate
13605,Delhi,Delhi,Punjabi Bagh,Apartment,3,986,105.92,10852,2019,Semi-Furnished,2,7,6,2,3,1,Covered,No,Gym,West,Owner,Immediate
